"Position","Name","Salary","GameInfo","AvgPointsPerGame","Team","Opponent","Projection","Projection_dfn","Actual_fpts"
"SG/SF","Patrick McCaw",3400,"GS@NO 12/04/2017 08:00PM ET",9.125,"GS","NO",10.49,11.7,7
"SF/PF","Anthony Tolliver",3400,"DET@SA 12/04/2017 08:30PM ET",13.618,"DET","SA",8.84,11,10.25
"SG","Luke Kennard",3400,"DET@SA 12/04/2017 08:30PM ET",11.912,"DET","SA",10.41,12.2,3.5
"PF/C","Quincy Acy",3300,"BKN@ATL 12/04/2017 07:30PM ET",12.676,"BKN","ATL",0,0,9.75
"PG","Isaiah Taylor",3300,"BKN@ATL 12/04/2017 07:30PM ET",12.267,"ATL","BKN",12.91,11.7,12.5
"PF","Tyler Cavanaugh",3300,"BKN@ATL 12/04/2017 07:30PM ET",8.423,"ATL","BKN",13.43,14.8,11.5
"PG/SG","Isaiah Whitehead",3300,"BKN@ATL 12/04/2017 07:30PM ET",11.719,"BKN","ATL",0,0,0
"SF/PF","Doug McDermott",3300,"NY@IND 12/04/2017 07:00PM ET",14.143,"NY","IND",0,0,0
"C","Joakim Noah",3300,"NY@IND 12/04/2017 07:00PM ET",5.25,"NY","IND",0,0,0
"PF/C","Brandan Wright",3300,"MIN@MEM 12/04/2017 08:00PM ET",13.234,"MEM","MIN",0,0,0
"PF/C","Bismack Biyombo",3300,"ORL@CHA 12/04/2017 07:00PM ET",12.913,"ORL","CHA",10.95,13,7.25
"SG/SF","Dwayne Bacon",3300,"ORL@CHA 12/04/2017 07:00PM ET",11.363,"CHA","ORL",0,0,0
"PG/SF","Mario Hezonja",3300,"ORL@CHA 12/04/2017 07:00PM ET",7.042,"ORL","CHA",7.24,0,0.75
"SG","Troy Daniels",3300,"PHO@PHI 12/04/2017 07:00PM ET",9.063,"PHO","PHI",2.9,0,6.75
"C","Zaza Pachulia",3300,"GS@NO 12/04/2017 08:00PM ET",15.033,"GS","NO",0,0,0
"SF/PF","Dante Cunningham",3300,"GS@NO 12/04/2017 08:00PM ET",12.598,"NO","GS",9.68,10.6,26.75
"PF/C","Jordan Bell",3300,"GS@NO 12/04/2017 08:00PM ET",12.118,"GS","NO",13.28,15.1,6.25
"C","Timofey Mozgov",3200,"BKN@ATL 12/04/2017 07:30PM ET",11.703,"BKN","ATL",0,0,0
"PG/SG","Matthew Dellavedova",3200,"MIL@BOS 12/04/2017 07:30PM ET",12.962,"MIL","BOS",0,0,0
"SF/PF","Mirza Teletovic",3200,"MIL@BOS 12/04/2017 07:30PM ET",13.175,"MIL","BOS",0,0,0
"SG/SF","Semi Ojeleye",3200,"MIL@BOS 12/04/2017 07:30PM ET",6.457,"BOS","MIL",8.01,5.4,2.5
"PG","Shane Larkin",3200,"MIL@BOS 12/04/2017 07:30PM ET",5.809,"BOS","MIL",0,0,0
"PF/C","Ante Zizic",3200,"CLE@CHI 12/04/2017 08:00PM ET",3.536,"CLE","CHI",0.77,0,5.75
"PF","Mike Scott",3200,"WAS@UTA 12/04/2017 09:00PM ET",13.225,"WAS","UTA",11.23,7.5,4.75
"PG","Raul Neto",3200,"WAS@UTA 12/04/2017 09:00PM ET",10.571,"UTA","WAS",0,10.4,0
"SF/PF","Lance Thomas",3200,"NY@IND 12/04/2017 07:00PM ET",7.903,"NY","IND",0,0,0
"SG","Damyean Dotson",3200,"NY@IND 12/04/2017 07:00PM ET",4.5,"NY","IND",0,0,0
"PF/C","Deyonta Davis",3200,"MIN@MEM 12/04/2017 08:00PM ET",10.639,"MEM","MIN",0,0,13.25
"C","Nerlens Noel",3200,"DEN@DAL 12/04/2017 08:30PM ET",12.132,"DAL","DEN",0,0,0
"PF","Maxi Kleber",3200,"DEN@DAL 12/04/2017 08:30PM ET",9.588,"DAL","DEN",14.31,14.2,11.75
"PG","Shelvin Mack",3200,"ORL@CHA 12/04/2017 07:00PM ET",15.014,"ORL","CHA",0,0,0
"SG/SF","Timothe Luwawu-Cabarrot",3200,"PHO@PHI 12/04/2017 07:00PM ET",11.548,"PHI","PHO",11.76,12.2,14.5
"C","Alan Williams",3200,"PHO@PHI 12/04/2017 07:00PM ET",0,"PHO","PHI",0,0,0
"SG","Nick Young",3200,"GS@NO 12/04/2017 08:00PM ET",10.875,"GS","NO",9.19,8.4,8.25
"PG/SG","Ian Clark",3200,"GS@NO 12/04/2017 08:00PM ET",9.3,"NO","GS",7.1,0,2
"PG","Antonio Blakeney",3100,"CLE@CHI 12/04/2017 08:00PM ET",10.682,"CHI","CLE",2.88,0,0
"PG","Ramon Sessions",3100,"NY@IND 12/04/2017 07:00PM ET",13.156,"NY","IND",0,0,0
"C","Salah Mejri",3100,"DEN@DAL 12/04/2017 08:30PM ET",13.681,"DAL","DEN",13.06,12.6,11.75
"PF/C","Marreese Speights",3100,"ORL@CHA 12/04/2017 07:00PM ET",13.956,"ORL","CHA",12.3,12,8.75
"SG/SF","Tony Allen",3100,"GS@NO 12/04/2017 08:00PM ET",9.658,"NO","GS",11.1,12.1,2.25
"PF","Cheick Diallo",3100,"GS@NO 12/04/2017 08:00PM ET",5.55,"NO","GS",0,0,0
"PG/SG","Langston Galloway",3100,"DET@SA 12/04/2017 08:30PM ET",10.833,"DET","SA",10.66,8.2,4.5
"PG/SG","Jeremy Lin",3000,"BKN@ATL 12/04/2017 07:30PM ET",23,"BKN","ATL",0,0,0
"PG","Josh Magette",3000,"BKN@ATL 12/04/2017 07:30PM ET",6.188,"ATL","BKN",0,0,0
"PG/SG","Tyler Dorsey",3000,"BKN@ATL 12/04/2017 07:30PM ET",3.714,"ATL","BKN",0,0,7.5
"SG","Nicolas Brussino",3000,"BKN@ATL 12/04/2017 07:30PM ET",1.25,"ATL","BKN",0,0,0
"PG","Jacob Wiley",3000,"BKN@ATL 12/04/2017 07:30PM ET",5.813,"BKN","ATL",0,0,0
"SG","Yakuba Ouattara",3000,"BKN@ATL 12/04/2017 07:30PM ET",0,"BKN","ATL",0,0,0
"SG","Gary Payton II",3000,"MIL@BOS 12/04/2017 07:30PM ET",4,"MIL","BOS",0,0,0
"PG/SF","Rashad Vaughn",3000,"MIL@BOS 12/04/2017 07:30PM ET",4.75,"MIL","BOS",0,0,0
"PG/SG","Jason Terry",3000,"MIL@BOS 12/04/2017 07:30PM ET",5.813,"MIL","BOS",9.31,9.8,7.25
"PF/C","DJ Wilson",3000,"MIL@BOS 12/04/2017 07:30PM ET",1.906,"MIL","BOS",0,0,0
"PF","Abdel Nader",3000,"MIL@BOS 12/04/2017 07:30PM ET",3.432,"BOS","MIL",0,0,0
"PF/C","Guerschon Yabusele",3000,"MIL@BOS 12/04/2017 07:30PM ET",4.393,"BOS","MIL",0,0,0
"SG","Sterling Brown",3000,"MIL@BOS 12/04/2017 07:30PM ET",4.45,"MIL","BOS",0,0,0
"PF","Joel Bolomboy",3000,"MIL@BOS 12/04/2017 07:30PM ET",3,"MIL","BOS",0,0,0
"SG/SF","Gordon Hayward",3000,"MIL@BOS 12/04/2017 07:30PM ET",3.25,"BOS","MIL",0,0,0
"SG","Jabari Bird",3000,"MIL@BOS 12/04/2017 07:30PM ET",2.125,"BOS","MIL",0,0,0
"SG","Kadeem Allen",3000,"MIL@BOS 12/04/2017 07:30PM ET",0,"BOS","MIL",0,0,0
"PF/C","Cristiano Felicio",3000,"CLE@CHI 12/04/2017 08:00PM ET",9.461,"CHI","CLE",0,0,0
"PG","Kay Felder",3000,"CLE@CHI 12/04/2017 08:00PM ET",7.938,"CHI","CLE",0,0,7.75
"PG","Jose Calderon",3000,"CLE@CHI 12/04/2017 08:00PM ET",6.536,"CLE","CHI",13.54,11.1,13
"SG/SF","Quincy Pondexter",3000,"CLE@CHI 12/04/2017 08:00PM ET",6.482,"CHI","CLE",0,0,0
"SG/SF","Cedi Osman",3000,"CLE@CHI 12/04/2017 08:00PM ET",4.5,"CLE","CHI",0,0,2.75
"PG","Ryan Arcidiacono",3000,"CLE@CHI 12/04/2017 08:00PM ET",1.5,"CHI","CLE",0,0,0
"SG/SF","John Holland",3000,"CLE@CHI 12/04/2017 08:00PM ET",1.833,"CLE","CHI",0,0,0
"PG","London Perrantes",3000,"CLE@CHI 12/04/2017 08:00PM ET",0,"CLE","CHI",0,0,0
"PG/SG","Cameron Payne",3000,"CLE@CHI 12/04/2017 08:00PM ET",0,"CHI","CLE",0,0,0
"PF/C","Ekpe Udoh",3000,"WAS@UTA 12/04/2017 09:00PM ET",11.413,"UTA","WAS",5.25,0,8
"SF","Royce O'Neale",3000,"WAS@UTA 12/04/2017 09:00PM ET",5.734,"UTA","WAS",6.86,0,33.75
"PF/C","Chris McCullough",3000,"WAS@UTA 12/04/2017 09:00PM ET",6.75,"WAS","UTA",0,0,9.25
"C","Tony Bradley",3000,"WAS@UTA 12/04/2017 09:00PM ET",1.938,"UTA","WAS",0,0,0
"PG","Nate Wolters",3000,"WAS@UTA 12/04/2017 09:00PM ET",1,"UTA","WAS",0,0,0
"SG","Sheldon Mac",3000,"WAS@UTA 12/04/2017 09:00PM ET",0,"WAS","UTA",0,0,0
"PF","Mike Young",3000,"WAS@UTA 12/04/2017 09:00PM ET",0,"WAS","UTA",0,0,0
"PG/SG","Dante Exum",3000,"WAS@UTA 12/04/2017 09:00PM ET",0,"UTA","WAS",0,0,0
"SG","Devin Robinson",3000,"WAS@UTA 12/04/2017 09:00PM ET",0,"WAS","UTA",0,0,0
"SF/PF","Eric Griffin",3000,"WAS@UTA 12/04/2017 09:00PM ET",0,"UTA","WAS",0,0,0
"SF/PF","TJ Leaf",3000,"NY@IND 12/04/2017 07:00PM ET",7.421,"IND","NY",3.16,0,6.25
"PG/SG","Joe Young",3000,"NY@IND 12/04/2017 07:00PM ET",4.688,"IND","NY",0,0,0
"SG/SF","Damien Wilkins",3000,"NY@IND 12/04/2017 07:00PM ET",3.188,"IND","NY",0,0,0
"PG/SG","Ron Baker",3000,"NY@IND 12/04/2017 07:00PM ET",9.7,"NY","IND",0,0,0
"SF","Alex Poythress",3000,"NY@IND 12/04/2017 07:00PM ET",1.917,"IND","NY",0,0,0
"PF/C","Ike Anigbogu",3000,"NY@IND 12/04/2017 07:00PM ET",2,"IND","NY",0,0,0
"PF","Luke Kornet",3000,"NY@IND 12/04/2017 07:00PM ET",0,"NY","IND",0,0,0
"PG","Edmond Sumner",3000,"NY@IND 12/04/2017 07:00PM ET",0,"IND","NY",0,0,0
"PF","Isaiah Hicks",3000,"NY@IND 12/04/2017 07:00PM ET",0,"NY","IND",0,0,0
"PG/SG","Aaron Brooks",3000,"MIN@MEM 12/04/2017 08:00PM ET",3.958,"MIN","MEM",0,0,0
"PG/SG","Wayne Selden",3000,"MIN@MEM 12/04/2017 08:00PM ET",8.25,"MEM","MIN",0,0,0
"SG","Kobi Simmons",3000,"MIN@MEM 12/04/2017 08:00PM ET",2,"MEM","MIN",0,0,0
"PF/C","Ivan Rabb",3000,"MIN@MEM 12/04/2017 08:00PM ET",0,"MEM","MIN",0,0,0
"PF","Vince Hunter",3000,"MIN@MEM 12/04/2017 08:00PM ET",4,"MEM","MIN",0,0,0
"SG/SF","Marcus Georges-Hunt",3000,"MIN@MEM 12/04/2017 08:00PM ET",0.917,"MIN","MEM",0,0,0
"C","Cole Aldrich",3000,"MIN@MEM 12/04/2017 08:00PM ET",1.15,"MIN","MEM",0,0,0
"C","Justin Patton",3000,"MIN@MEM 12/04/2017 08:00PM ET",0,"MIN","MEM",0,0,0
"SG/SF","Anthony Brown",3000,"MIN@MEM 12/04/2017 08:00PM ET",0,"MIN","MEM",0,0,0
"SG","Malik Beasley",3000,"DEN@DAL 12/04/2017 08:30PM ET",6.139,"DEN","DAL",0,0,7.25
"C","Jeff Withey",3000,"DEN@DAL 12/04/2017 08:30PM ET",3.781,"DAL","DEN",3.07,0,0
"SF/PF","Richard Jefferson",3000,"DEN@DAL 12/04/2017 08:30PM ET",3.679,"DEN","DAL",5.33,0,0
"SF","Dorian Finney-Smith",3000,"DEN@DAL 12/04/2017 08:30PM ET",5.875,"DAL","DEN",0,0,0
"SG","Antonius Cleveland",3000,"DEN@DAL 12/04/2017 08:30PM ET",3.35,"DAL","DEN",0,0,0
"PF","Darrell Arthur",3000,"DEN@DAL 12/04/2017 08:30PM ET",2.75,"DEN","DAL",0.71,0,0
"PF/C","Johnathan Motley",3000,"DEN@DAL 12/04/2017 08:30PM ET",0,"DAL","DEN",0,0,0
"SG/SF","Torrey Craig",3000,"DEN@DAL 12/04/2017 08:30PM ET",1.25,"DEN","DAL",0,0,0
"PF","Tyler Lydon",3000,"DEN@DAL 12/04/2017 08:30PM ET",0,"DEN","DAL",0,0,0
"PG","Monte Morris",3000,"DEN@DAL 12/04/2017 08:30PM ET",0,"DEN","DAL",0,0,0
"PF/C","Josh McRoberts",3000,"DEN@DAL 12/04/2017 08:30PM ET",0,"DAL","DEN",0,0,0
"SG/SF","Treveon Graham",3000,"ORL@CHA 12/04/2017 07:00PM ET",10.271,"CHA","ORL",0,0,0
"PF/C","Johnny O'Bryant III",3000,"ORL@CHA 12/04/2017 07:00PM ET",9.406,"CHA","ORL",0,0,0
"PG/SG","Julyan Stone",3000,"ORL@CHA 12/04/2017 07:00PM ET",9.625,"CHA","ORL",0,0,0
"SG/SF","Wes Iwundu",3000,"ORL@CHA 12/04/2017 07:00PM ET",3.375,"ORL","CHA",0,0,0
"PF/C","Khem Birch",3000,"ORL@CHA 12/04/2017 07:00PM ET",2.667,"ORL","CHA",0,0,0
"PF/C","Mangok Mathiang",3000,"ORL@CHA 12/04/2017 07:00PM ET",2.5,"CHA","ORL",0,0,0
"SG/SF","Jamel Artis",3000,"ORL@CHA 12/04/2017 07:00PM ET",0,"ORL","CHA",0,0,0
"PG","Marcus Paige",3000,"ORL@CHA 12/04/2017 07:00PM ET",2.5,"CHA","ORL",0,0,0
"PF","Adreian Payne",3000,"ORL@CHA 12/04/2017 07:00PM ET",0,"ORL","CHA",0,0,0
"SF/PF","Justin Anderson",3000,"PHO@PHI 12/04/2017 07:00PM ET",9.875,"PHI","PHO",0,0,0
"C","Jahlil Okafor",3000,"PHO@PHI 12/04/2017 07:00PM ET",12.625,"PHI","PHO",0,0,0
"PG/SF","Nik Stauskas",3000,"PHO@PHI 12/04/2017 07:00PM ET",2.75,"PHI","PHO",5.72,0,-1
"SG/SF","Furkan Korkmaz",3000,"PHO@PHI 12/04/2017 07:00PM ET",2.25,"PHI","PHO",0,0,0
"SF","Derrick Jones",3000,"PHO@PHI 12/04/2017 07:00PM ET",4.417,"PHO","PHI",0,0,0
"PF","Alec Peters",3000,"PHO@PHI 12/04/2017 07:00PM ET",5.625,"PHO","PHI",0,0,0
"PG","Jacob Pullen",3000,"PHO@PHI 12/04/2017 07:00PM ET",0,"PHI","PHO",0,0,0
"PF","James Michael McAdoo",3000,"PHO@PHI 12/04/2017 07:00PM ET",5,"PHI","PHO",0,0,0
"SG/SF","Davon Reed",3000,"PHO@PHI 12/04/2017 07:00PM ET",0,"PHO","PHI",0,0,0
"PG/SG","Brandon Knight",3000,"PHO@PHI 12/04/2017 07:00PM ET",0,"PHO","PHI",0,0,0
"C","JaVale McGee",3000,"GS@NO 12/04/2017 08:00PM ET",8.613,"GS","NO",13.61,14.4,15
"SF/PF","Kevon Looney",3000,"GS@NO 12/04/2017 08:00PM ET",9.984,"GS","NO",3.69,0,1.25
"PG","Quinn Cook",3000,"GS@NO 12/04/2017 08:00PM ET",5.167,"GS","NO",0,0,0
"C","Omer Asik",3000,"GS@NO 12/04/2017 08:00PM ET",9.25,"NO","GS",9.62,8.2,7.75
"SF","Jalen Jones",3000,"GS@NO 12/04/2017 08:00PM ET",2.667,"NO","GS",0,0,0
"SG","Charles Cooke",3000,"GS@NO 12/04/2017 08:00PM ET",2.75,"NO","GS",0,0,0
"C","Damian Jones",3000,"GS@NO 12/04/2017 08:00PM ET",0,"GS","NO",0,0,0
"C","Alexis Ajinca",3000,"GS@NO 12/04/2017 08:00PM ET",0,"NO","GS",0,0,0
"PF","Chris Boucher",3000,"GS@NO 12/04/2017 08:00PM ET",0,"GS","NO",0,0,0
"PG","Frank Jackson",3000,"GS@NO 12/04/2017 08:00PM ET",0,"NO","GS",0,0,0
"SF/PF","Solomon Hill",3000,"GS@NO 12/04/2017 08:00PM ET",0,"NO","GS",0,0,0
"PF/C","Eric Moreland",3000,"DET@SA 12/04/2017 08:30PM ET",7.566,"DET","SA",8.23,0,6.75
"PF/C","Jon Leuer",3000,"DET@SA 12/04/2017 08:30PM ET",11.813,"DET","SA",0,0,0
"PF/C","Joffrey Lauvergne",3000,"DET@SA 12/04/2017 08:30PM ET",8.205,"SA","DET",6.29,0,0
"PF/C","Henry Ellenson",3000,"DET@SA 12/04/2017 08:30PM ET",10.094,"DET","SA",0.7,0,0
"SG/SF","Reggie Bullock",3000,"DET@SA 12/04/2017 08:30PM ET",7.091,"DET","SA",0.61,0,0
"SF/PF","Davis Bertans",3000,"DET@SA 12/04/2017 08:30PM ET",5.147,"SA","DET",4.98,0,19.25
"C","Boban Marjanovic",3000,"DET@SA 12/04/2017 08:30PM ET",8,"DET","SA",5.9,0,0
"PG/SG","Derrick White",3000,"DET@SA 12/04/2017 08:30PM ET",5.167,"SA","DET",0,0,0
"PF","Matt Costello",3000,"DET@SA 12/04/2017 08:30PM ET",12.25,"SA","DET",0,0,0
"SG/SF","Darrun Hilliard",3000,"DET@SA 12/04/2017 08:30PM ET",2.167,"SA","DET",0,0,0
"SF","Luis Montero",3000,"DET@SA 12/04/2017 08:30PM ET",0,"DET","SA",0,0,0
"PG","Dwight Buycks",3000,"DET@SA 12/04/2017 08:30PM ET",0,"DET","SA",0,0,0
