"Position","Name","Salary","GameInfo","AvgPointsPerGame","Team","Opponent","Projection","Projection_dfn","Actual_fpts"
"PG/SG","Garrett Temple",3600,"SAC@MIN 12/14/2017 08:00PM ET",15.74,"SAC","MIN",13.04,11.6,11.75
"SF/PF","Omri Casspi",3500,"DAL@GS 12/14/2017 10:30PM ET",14.01,"GS","DAL",20.04,22.1,39.75
"PF","Maxi Kleber",3500,"DAL@GS 12/14/2017 10:30PM ET",11.841,"DAL","GS",20.1,18,10.75
"PG/SG","Iman Shumpert",3500,"LAL@CLE 12/14/2017 08:00PM ET",12.192,"CLE","LAL",0,0,0
"SF/PF","Nemanja Bjelica",3500,"SAC@MIN 12/14/2017 08:00PM ET",13.514,"MIN","SAC",0,0,0
"SF/PF","Jakarr Sampson",3500,"SAC@MIN 12/14/2017 08:00PM ET",13.75,"SAC","MIN",0,0,0
"SG/SF","Shabazz Muhammad",3500,"SAC@MIN 12/14/2017 08:00PM ET",7.25,"MIN","SAC",0,0,0
"PG/SG","Tyus Jones",3500,"SAC@MIN 12/14/2017 08:00PM ET",12.589,"MIN","SAC",10.34,10.2,8.25
"PG/SG","Devin Harris",3400,"DAL@GS 12/14/2017 10:30PM ET",16.239,"DAL","GS",16.73,17.1,28.5
"SG","Nick Young",3400,"DAL@GS 12/14/2017 10:30PM ET",10.759,"GS","DAL",0,0,0
"PG/SF","Patrick McCaw",3400,"DAL@GS 12/14/2017 10:30PM ET",9.033,"GS","DAL",16.19,14.2,7.5
"C","Ivica Zubac",3400,"LAL@CLE 12/14/2017 08:00PM ET",1.333,"LAL","CLE",0,0,0
"PF/C","Skal Labissiere",3400,"SAC@MIN 12/14/2017 08:00PM ET",15.39,"SAC","MIN",10.67,11.8,10.75
"C","Zaza Pachulia",3300,"DAL@GS 12/14/2017 10:30PM ET",14.6,"GS","DAL",0,0,0
"PG","Quinn Cook",3300,"DAL@GS 12/14/2017 10:30PM ET",8.042,"GS","DAL",8.31,9.3,6
"PG","Jose Calderon",3300,"LAL@CLE 12/14/2017 08:00PM ET",8.868,"CLE","LAL",12.24,14,35.25
"C","Kosta Koufos",3300,"SAC@MIN 12/14/2017 08:00PM ET",15.694,"SAC","MIN",15.49,13.1,24
"SG/SF","Justin Jackson",3300,"SAC@MIN 12/14/2017 08:00PM ET",9.986,"SAC","MIN",0,0,7
"PF/C","Channing Frye",3200,"LAL@CLE 12/14/2017 08:00PM ET",9.798,"CLE","LAL",12.33,13.2,3.25
"C","Salah Mejri",3100,"DAL@GS 12/14/2017 10:30PM ET",11.826,"DAL","GS",9.32,9,0
"PF/C","Josh McRoberts",3000,"DAL@GS 12/14/2017 10:30PM ET",0,"DAL","GS",0,0,0
"C","JaVale McGee",3000,"DAL@GS 12/14/2017 10:30PM ET",8.844,"GS","DAL",7.66,0,2
"C","Jeff Withey",3000,"DAL@GS 12/14/2017 10:30PM ET",3.781,"DAL","GS",0,0,3.25
"SF","Dorian Finney-Smith",3000,"DAL@GS 12/14/2017 10:30PM ET",5.875,"DAL","GS",0,0,0
"PF","Nerlens Noel",3000,"DAL@GS 12/14/2017 10:30PM ET",12.132,"DAL","GS",0,0,0
"C","Damian Jones",3000,"DAL@GS 12/14/2017 10:30PM ET",0,"GS","DAL",0,0,0
"PF/C","Johnathan Motley",3000,"DAL@GS 12/14/2017 10:30PM ET",0,"DAL","GS",0,0,7.25
"SG","Antonius Cleveland",3000,"DAL@GS 12/14/2017 10:30PM ET",5.156,"DAL","GS",3.81,5.6,3.25
"SF/PF","Kevon Looney",3000,"DAL@GS 12/14/2017 10:30PM ET",8.512,"GS","DAL",5.29,0,2.25
"PF","Chris Boucher",3000,"DAL@GS 12/14/2017 10:30PM ET",0,"GS","DAL",0,0,0
"SF/PF","Luol Deng",3000,"LAL@CLE 12/14/2017 08:00PM ET",5,"LAL","CLE",0,0,0
"C","Andrew Bogut",3000,"LAL@CLE 12/14/2017 08:00PM ET",7.533,"LAL","CLE",0,0,0
"SG/SF","Corey Brewer",3000,"LAL@CLE 12/14/2017 08:00PM ET",6.712,"LAL","CLE",9.79,8.3,7.5
"SG/SF","John Holland",3000,"LAL@CLE 12/14/2017 08:00PM ET",1.833,"CLE","LAL",0,0,0
"PG/SG","Vander Blue",3000,"LAL@CLE 12/14/2017 08:00PM ET",0.938,"LAL","CLE",0,0,0
"PG/SG","Alex Caruso",3000,"LAL@CLE 12/14/2017 08:00PM ET",4.75,"LAL","CLE",0,0,0
"PG","London Perrantes",3000,"LAL@CLE 12/14/2017 08:00PM ET",0,"CLE","LAL",0,0,0
"PG/SG","Josh Hart",3000,"LAL@CLE 12/14/2017 08:00PM ET",8.095,"LAL","CLE",12.45,12.9,32
"PG/SG","Tyler Ennis",3000,"LAL@CLE 12/14/2017 08:00PM ET",4.396,"LAL","CLE",0,0,0
"SG/SF","Cedi Osman",3000,"LAL@CLE 12/14/2017 08:00PM ET",4.958,"CLE","LAL",3.01,0,6
"PF/C","Thomas Bryant",3000,"LAL@CLE 12/14/2017 08:00PM ET",0,"LAL","CLE",0,0,0
"PF/C","Ante Zizic",3000,"LAL@CLE 12/14/2017 08:00PM ET",3.775,"CLE","LAL",0,0,0
"SG/SF","Vince Carter",3000,"SAC@MIN 12/14/2017 08:00PM ET",7.426,"SAC","MIN",2.7,0,15
"PG/SG","Aaron Brooks",3000,"SAC@MIN 12/14/2017 08:00PM ET",3.958,"MIN","SAC",0,0,7.75
"C","Cole Aldrich",3000,"SAC@MIN 12/14/2017 08:00PM ET",1.15,"MIN","SAC",0,0,4
"PF","Jack Cooley",3000,"SAC@MIN 12/14/2017 08:00PM ET",4.75,"SAC","MIN",0,0,0
"SG/SF","Anthony Brown",3000,"SAC@MIN 12/14/2017 08:00PM ET",0,"MIN","SAC",0,0,0
"SG/SF","Marcus Georges-Hunt",3000,"SAC@MIN 12/14/2017 08:00PM ET",0.917,"MIN","SAC",0,0,7.75
"C","Justin Patton",3000,"SAC@MIN 12/14/2017 08:00PM ET",0,"MIN","SAC",0,0,0
"SG/SF","Malachi Richardson",3000,"SAC@MIN 12/14/2017 08:00PM ET",6.979,"SAC","MIN",0,0,0
"C","Georgios Papagiannis",3000,"SAC@MIN 12/14/2017 08:00PM ET",6.5,"SAC","MIN",0,0,0
"PF/C","Harry Giles",3000,"SAC@MIN 12/14/2017 08:00PM ET",0,"SAC","MIN",0,0,0
